what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587183952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587185491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587189012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587192562
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1360587194315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587197975
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1360587205574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587206115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587208316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587215634
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1360587219236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587219761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587229461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587254837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587330710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587331336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587333726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1360587351012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360587352665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587353116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587358434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587358568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587360009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1360587374535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587377335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360587380716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360587381070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587381992
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1360587385453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587385983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587387750
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1360587400503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587400912
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1360587419965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587420431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360587424217
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1360587436628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587436829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587439920
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1360587442283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587442453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587443772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360587446919
